iter	Logloss
588	0.2034780333
589	0.2034555451
590	0.2034052987
591	0.2033811599
592	0.2033615111
593	0.2033473333
594	0.2033318228
595	0.2033117516
596	0.2032780609
597	0.2032551072
598	0.2031987765
599	0.2031780277
600	0.2030747804
601	0.2030627743
602	0.203045755
603	0.2030307031
604	0.2030235684
605	0.2030051283
606	0.2029836507
607	0.202964096
608	0.2028889939
609	0.2028729566
610	0.2028622389
611	0.2028251317
612	0.202794787
613	0.202775815
614	0.2027333434
615	0.2027168785
616	0.202693989
617	0.2026715452
618	0.2026585727
619	0.2026481681
620	0.2026298771
621	0.2026113714
622	0.202594152
623	0.2025743713
624	0.2025585176
625	0.2025420199
626	0.2025250394
627	0.2025006136
628	0.2024829259
629	0.2024659402
630	0.2024484341
631	0631	0.202119632	0632	0.202094633	0633	0.20208634	0.634	0.20206635	0.635	0.20205636	0.636	0.20203637	0.637	0.20201638	0.2022965735
639	0.639	0.2019640	0.2640	0.2018641	0.641	0.20186642	0.642	0.20182643	0.643	0.20180644	0.644	0.20178645	0.645	0.20177646	0.646	0.20175647	0.647	0.2017648	0.2648	0.2017649	0.2649	0.2016650	0.2650	0.2016651	0.2651	0.2016652	0.2652	0.2016653	0.2653	0.2016654	0.2654	0.2015655	0.2655	0.201656	0.20656	0.201657	0.20657	0.201658	0.20658	0.201659	0.20659	0.2015151307
660	0.2014924119
661	0.2014745758
662	0.2014584893
663	0.201444029
664	0.2014234301
665	0.2014071946
666	0.2013632772
667	0.2013418292
668	0.201295322
669	0.2012686145
670	0.2012560424
671	0.2012239096
672	0.2012052239
673	0.2011967395
674	0.2011823946
675	0.2011735206
676	0.2011572326
677	0.2011432691
678	0.2011252032
679	0.2011077115
680	0.2010913635
681	0.2010716477
682	0.2010597758
683	0.2010372214
684	0.2010187178
685	0.2010046544
686	0.2009829627
687	0.2009672305
688	0.2009496224
689	0.2009392075
690	0.2009195067
691	0.200905335
692	0.2008917641
693	0.2008729762
694	0.2008498149
695	0.2008398811
696	0.2008267304
697	0.2008135344
698	0.2007940059
699	0.2007790425
700	0.2007575569
701	0.2007418643
702	0.2007278255
703	0.2007119638
704	0.2006915988
705	0.2006814089
706	0.2006689217
707	0.2006483047
708	0.2006146171
709	0.2006022732
710	0.2005554609
711	0.2005375887
712	0.2005211431
713	0.2005011554
714	0.200488037
715	0.2004697142
716	0.2004525774
717	0.2004334803
718	0.2004192855
719	0.2004027311
720	0.2003865717
721	0.2003727358
722	0.2003514776
723	0.2003333914
724	0.200323886
725	0.2003015279
726	0.2002797955
727	0.2002667312
728	0.2002524662
729	0.2002397855
730	0.2002247081
731	0.2002069947
732	0.2001818304
733	0.2001449423
734	0.2001025147
735	0.2000787436
736	0.2000649875
737	0.2000501374
738	0.2000367983
739	0.2000219338
740	0.2000042311
741	0.1999877234
742	0.199974114
743	0.1999584652
744	0.1999442058
745	0.1999342502
746	0.199920591
747	0.1999076756
748	0.1998943963
749	0.1998774546
750	0.1998577321
751	0.1998435128
752	0.199824936
753	0.1998113779
754	0.1997864654
755	0.1997737028
756	0.1997578539
757	0.1997430262
758	0.1997263259
759	0.1997144751
760	0.1996960794
761	0.1996823652
762	0.1996674289
763	0.1996536506
764	0.1996378333
765	0.1996185016
766	0.1995968281
767	0.1995841532
768	0.1995666882
769	0.1995540014
770	0.1995363023
771	0.1995203273
772	0.1995022473
773	0.1994803214
774	0.1994754604
775	0.199450884
776	0.199438531
777	0.1994237632
778	0.1994087148
779	0.1993964475
780	0.1993862937
781	0.1993743987
782	0.1993600254
783	0.199348949
784	0.1993342692
785	0.1993135564
786	0.1992905073
787	0.1992723806
788	0.1992521034
789	0.1992358427
790	0.1992163274
791	0.1992024794
792	0.1991871668
793	0.1991766656
794	0.1991583832
795	0.1991465878
796	0.1991342481
797	0.1991187847
798	0.1990980846
799	0.1990684339
800	0.1990564713
801	0.1990432325
802	0.1990354006
803	0.199020997
804	0.1990036613
805	0.1989910479
806	0.1989797119
807	0.1989713867
808	0.1989592668
809	0.1989478642
810	0.1989326521
811	0.1989211988
812	0.1989092546
813	0.1988887759
814	0.1988653697
815	0.1988523939
816	0.1988380146
817	0.1988282308
818	0.1988176847
819	0.1988080668
820	0.1987948668
821	0.1987874832
822	0.1987739944
823	0.1987507848
824	0.1987386615
825	0.1987255071
826	0.1987150374
827	0.1986929989
828	0.1986779736
829	0.1986585808
830	0.1986462039
831	0.1986320451
832	0.1986188357
833	0.1986105033
834	0.1985860803
835	0.1985653655
836	0.1985475664
837	0.1985357373
838	0.1985157468
839	0.1985000257
840	0.1984864234
841	0.1984707265
842	0.198456342
843	0.1984439689
844	0.1984264161
845	0.1984182158
846	0.1984018376
847	0.1983811648
848	0.1983692572
849	0.1983573652
850	0.1983400996
851	0.1983261125
852	0.1983127334
853	0.1983036098
854	0.198288247
855	0.1982547265
856	0.1982395165
857	0.1982251916
858	0.1982108457
859	0.1981886963
860	0.1981746528
861	0.1981650208
862	0.1981531211
863	0.1981380307
864	0.1981221224
865	0.1981043673
866	0.1980853402
867	0.1980766055
868	0.1980637189
869	0.1980520627
870	0.1980443192
871	0.1980297996
872	0.1980117002
873	0.1979952646
874	0.1979768715
875	0.1979634755
876	0.1979474273
877	0.1979305453
878	0.1979088888
879	0.1978979996
880	0.1978799065
881	0.1978615639
882	0.197845193
883	0.1978332826
884	0.1978178351
885	0.1978062289
886	0.1977955967
887	0.1977777803
888	0.1977639566
889	0.1977481553
890	0.1977321491
891	0.1977185953
892	0.1977099527
893	0.1976942479
894	0.1976809685
895	0.1976670604
896	0.1976528895
897	0.1976370588
898	0.1976132886
899	0.1976029419
900	0.1975839567
901	0.1975672521
902	0.1975541857
903	0.1975420009
904	0.1975329715
905	0.197512293
906	0.1975040429
907	0.1974863584
908	0.1974711177
909	0.1974527679
910	0.19743601
911	0.1974198937
912	0.1974123578
913	0.1974004023
914	0.1973874559
915	0.1973795406
916	0.1973650704
917	0.1973458284
918	0.1973336899
919	0.1973174065
920	0.1973056136
921	0.1972916417
922	0.1972679353
923	0.1972493784
924	0.1972300051
925	0.1972103321
926	0.1971983726
927	0.1971861838
928	0.1971671118
929	0.1971475696
930	0.1971331772
931	0.1971143471
932	0.1970915546
933	0.1970715254
934	0.1970514687
935	0.1970427603
936	0.1970337848
937	0.1969958328
938	0.1969842824
939	0.1969729647
940	0.1969598816
941	0.1969409132
942	0.1969138293
943	0.1968997732
944	0.1968815687
945	0.1968665641
946	0.196848186
947	0.1968336295
948	0.1968169726
949	0.1968036068
950	0.1967916046
951	0.1967718171
952	0.196757519
953	0.1967418106
954	0.1967316046
955	0.1967239073
956	0.1967116072
957	0.1967016563
958	0.1966921841
959	0.1966708034
960	0.1966592906
961	0.1966453601
962	0.1966246212
963	0.1966026985
964	0.1965858289
965	0.1965705336
966	0.1965604277
967	0.1965436172
968	0.1965255163
969	0.196507967
970	0.1964947659
971	0.1964867626
972	0.1964773007
973	0.1964601932
974	0.1964515553
975	0.1964442173
976	0.196427228
977	0.1964099981
978	0.196399766
979	0.1963875394
980	0.1963673632
981	0.196354695
982	0.1963369205
983	0.1963263921
984	0.1963138497
985	0.1962940038
986	0.1962861143
987	0.1962774232
988	0.1962640315
989	0.196222786
990	0.1962073057
991	0.1961981479
992	0.196179078
993	0.1961504135
994	0.1961399777
995	0.1961257273
996	0.1961060914
997	0.1960859831
998	0.1960771537
999	0.1960643783
672
